,query_idx,query_original,fused_ranking
130,619646,what did richard wright wrote,"{'6610796': 72.9965614851782, '6610802': 67.85996423471441, '6610805': 57.184740025968836, '6610800': 39.54794878792215, '6610801': 24.678882008300768, '5055636': 12.705705343980892, '5055630': 12.324035882716908, '5055628': 11.346315887424584, '6503193': 11.022302824941406, '5055631': 7.980171357308169, '3163390': 6.1085406759963385, '3132751': 4.659561114977404, '3132756': 4.181044980430261, '1853585': 4.082226276084155, '6503189': 3.690064669817333, '3163395': 3.2879413560743083, '5055633': 3.0999800640486437, '4703543': 2.9986798713782927, '4703541': 2.904214731734098, '4703546': 2.8912396889847436, '3132750': 2.648637448205639, '3163396': 2.0000758500659463, '3132749': 1.9869872839923286, '406461': 1.9749446052554571, '6503186': 1.8651490446081065, '3008361': 1.7274765638242555, '4703547': 1.7067106917088775, '3163389': 1.5753597883207393, '428244': 1.4764700514556979, '3163393': 1.371500467774602, '3132747': 1.3363677347787173, '6503185': 1.1749961335016996, '1853579': 0.8836309765516727, '2629972': 0.7626725768859942, '1513887': 0.7394702927659946, '16521': 0.7282019820960877, '961074': 0.5989899168565371, '5383216': 0.5606298164561306, '428249': 0.48264865710807114, '796288': 0.46576022888699875, '6503191': 0.44911545506215733, '2173891': 0.40703549894583224, '2629975': 0.3102599846020907, '428252': 0.28380114133128287, '5865929': 0.2550562985188499, '2710848': 0.203565316427322, '2173887': 0.20027101531975983, '2629974': 0.19788531405773252, '3008366': 0.194979850608469, '3163397': 0.17348744289868095, '796282': 0.17022900057779777, '428246': 0.15843194049035736, '5783176': 0.14782374438567314, '1853578': 0.13281894991058846, '5783175': 0.12332594957057955, '2173889': 0.0919679897745227, '4703539': 0.07238169530443642, '2892106': 0.06644908427428918, '5783173': 0.0663333705705093, '1853577': 0.04724383188897221, '4562792': 0.04489332786365724, '2173893': 0.030900930954659886, '4562795': 0.030432273685445523, '172362': 0.029198154429201303, '428250': 0.022505670756509107, '172366': 0.019987963455463935, '1301088': 0.014913381256987523, '2710841': 0.01305320077505316, '5277728': 0.011845099012386506, '406466': 0.008185987172407415, '5612805': 0.007270076831990402, '2892105': 0.006266801221993185, '172367': 0.003218212560041952, '4298027': 0.0011442628497703403, '5612807': 0.0}"
131,728461,what is causing hair loss,"{'3463399': 59.23702926949191, '94487': 50.69355312520982, '6040141': 40.806608042723624, '3002971': 40.71805637744759, '357160': 4.9613605812116885, '357162': 4.546901049941572, '357161': 4.046905638715004, '1390733': 3.9346265732352284, '4181976': 3.6441749216197747, '346538': 3.501578645861214, '120533': 3.449423050653015, '2210794': 3.410001663023106, '357159': 3.290918587582783, '4181972': 3.1776848269295215, '4181971': 2.3275310356833514, '7182025': 2.2417201470017565, '7182021': 1.801091531455408, '343317': 1.546611353649685, '2210789': 1.1732053887977498, '251893': 1.1673113528183814, '2210790': 0.8587874463534872, '2713590': 0.750898351191347, '357155': 0.6334811438548322, '1517071': 0.610477570731724, '162759': 0.4797011347153538, '6651784': 0.4546909399130505, '5653104': 0.414664101184507, '1198276': 0.35595016194789997, '4181978': 0.24809837588538153, '6651782': 0.24594882436107235, '976905': 0.23900181108557267, '283486': 0.23452519157176988, '1390739': 0.2052944821513368, '459004': 0.19219483993357558, '8289809': 0.11868875478448362, '976908': 0.09382023288596039, '3494288': 0.09376189171993371, '369811': 0.09165176029401835, '5720189': 0.07992938942566047, '1517077': 0.07793853648368518, '4181970': 0.07140140049610244, '1198279': 0.06494259450289853, '7182023': 0.05795088009613428, '8289814': 0.05730996030377857, '3917762': 0.053807506154643456, '369809': 0.03952923814361915, '163907': 0.03822309981089575, '5720192': 0.031947874607731255, '369813': 0.030994423479208822, '1522203': 0.0288376293941254, '1517073': 0.024401709695469852, '8289815': 0.024350871967467946, '5177381': 0.021470713052230476, '3034360': 0.021035316359910614, '251897': 0.018470286730855854, '2210795': 0.008611096555069211, '8289813': 0.007234402313267741, '3093874': 0.0048574965158073614, '3232611': 0.0027036854980516953, '8289810': 0.002571473598687296, '113921': 0.0025226096480210963, '3232607': 0.001063370168084334, '4811568': 0.0}"
132,485770,reasons license can be suspended,"{'6779126': 173.6370799507339, '6779130': 171.37308340907995, '6779129': 152.26333085898284, '6779132': 128.00769338617047, '6779124': 127.32292080825344, '428244': 49.99806387499241, '428249': 40.661600939956315, '8238449': 5.267242811573457, '428250': 4.816785531075997, '5865929': 4.6018745922549344, '1853578': 4.33281983604101, '3996750': 4.171925718362148, '428252': 4.126622667199106, '1853584': 3.3292172625119254, '1853579': 3.188753208530876, '406461': 2.194299569811915, '3431736': 2.1625931217996235, '4690514': 2.0910034499557737, '2173887': 1.9309290771207235, '7945681': 1.8465021697846586, '4365155': 1.5445419919190364, '2629976': 1.4616339044741373, '6822424': 1.4357278238668814, '6822419': 1.400180912250519, '2629972': 1.3423451425848505, '3034353': 1.0914546137777874, '1853585': 1.0585139488920938, '8238453': 1.021626147324865, '4365158': 1.0144900952391949, '4690510': 0.9296691795684976, '4690511': 0.9174975345745813, '6822427': 0.8489785076683821, '1538231': 0.8396597914913184, '428246': 0.8001616249172254, '5151304': 0.7265831456092224, '2173888': 0.6434872310948225, '2173889': 0.640473100786359, '7945686': 0.6179684279206705, '8238450': 0.5607969525962818, '5383218': 0.5587861191496168, '2629975': 0.4860058389613156, '3316290': 0.4558849706514164, '3034358': 0.44010730970004575, '4365154': 0.4281950069856152, '6610805': 0.40181740150968887, '8289815': 0.3835497658204079, '1853577': 0.34000624501050664, '3034354': 0.2762796692063197, '3034360': 0.2447744298956973, '6610796': 0.22624630840869134, '7945684': 0.20717164945285116, '5264165': 0.20435545207053957, '6822422': 0.18609345121802998, '3163397': 0.18150411871534106, '6610801': 0.15693969828469384, '5055636': 0.14282121808136428, '172358': 0.12542943193032707, '7945683': 0.09719099515958099, '8238447': 0.09541392924403248, '3302762': 0.08930138473771902, '406462': 0.08775922427240936, '4811567': 0.08547448806104938, '3302769': 0.08541582279184584, '3302763': 0.08299281167784033, '3309552': 0.07758489843907099, '3309550': 0.07740643952643572, '1880129': 0.07368318856109526, '3309551': 0.0698169624793071, '3302767': 0.06964724538520903, '1538225': 0.06664245233690244, '1538227': 0.03624910541182262, '6822420': 0.03334423550016054, '1189070': 0.028661695669495245, '3163395': 0.025021430201625564, '1517077': 0.02228789212740019, '4365157': 0.020766347550594706, '1517074': 0.02045260513567405, '102386': 0.020360620017439646, '992968': 0.018700134568541138, '2629974': 0.017000333698773074, '8289814': 0.01646370775574049, '1198276': 0.013960180001036533, '4994210': 0.011495280848377327, '1880126': 0.009928135807789186, '1517073': 0.00967162355264535, '3093874': 0.008982600142702447, '1880123': 0.008431618847180617, '2096600': 0.00669670223742381, '3316291': 0.005553370414888852, '1198283': 0.0045451283003779454, '1517071': 0.003105611421468583, '5177386': 0.0026721257412035573, '8289810': 0.0026595708801855147, '2710848': 0.0015458490782232015, '6800104': 0.001512263803626575, '8289809': 0.0009180472170644009, '867077': 0.000876890499393628, '4811568': 0.0, '867076': 0.0, '1282689': 0.0, '4994208': 0.0}"
133,479342,preacher cast and crew,"{'5277728': 1785.5299780886153, '6800104': 1476.0913977085045, '1301088': 1420.9097024090704, '6800102': 1356.994172867123, '961074': 960.9320008807965, '796282': 166.24157383201876, '796284': 88.94231339015361, '796290': 82.34128155429639, '5055630': 47.11654311914127, '4703543': 24.44524798318254, '172366': 15.98231561020029, '3730567': 15.899609974389003, '3132751': 15.40393493049651, '3008366': 13.803103618981764, '3730565': 13.516836771820088, '5055636': 9.86855384869093, '3008361': 8.043781272377082, '4703541': 6.136254387963649, '5055633': 5.572943038143566, '796286': 3.0587624012086536, '6503193': 2.712741356894002, '3335177': 2.5730335471807537, '5055631': 1.3420672416396666, '3730561': 1.2560693508026275, '2153174': 0.7994211272901288, '796288': 0.583080270866422, '6610805': 0.5333355331118946, '6610796': 0.4049012524020328, '3730558': 0.30741090152664186, '172358': 0.2701549801965329, '6368199': 0.26489159887035624, '6368194': 0.24851984322173118, '3132747': 0.22669910138453228, '172362': 0.11554524283117558, '3335172': 0.08359091476080355, '3132750': 0.07583629108571707, '232436': 0.07280449104530243, '232431': 0.07273561782639157, '6368191': 0.04772595239446906, '3132749': 0.046888553954033345, '6368196': 0.046048318185394066, '2296832': 0.040378770983167264, '1282695': 0.03496798286054531, '2509349': 0.03418679757845215, '2146621': 0.029891240958495907, '3335168': 0.017691413026555938, '3163390': 0.016537032766009076, '4703547': 0.014618174375136057, '3730562': 0.011637488321334037, '6368193': 0.008388525407226488, '428246': 0.004176238526204684, '2146629': 0.0035407217432994044, '2173888': 0.0033488262084767494, '1282691': 0.0012562092322547208, '172364': 0.0, '172367': 0.0, '2146623': 0.0, '232429': 0.0}"
134,571848,what are the myths of hiv / aids,"{'6822419': 3.975862094193926, '6822420': 3.864693221465718, '6822422': 3.309503520424146, '6822424': 3.1868081694307993, '6822427': 2.8957866961217773, '8238449': 0.11505963184893936, '6779126': 0.11499034675900366, '3431736': 0.11211603542804316, '406461': 0.10498431922394832, '406462': 0.10438338875591646, '8238453': 0.10122249316011407, '6779132': 0.10103346216664724, '6779129': 0.09635634203577541, '406460': 0.07526552179907263, '4811567': 0.035399117016447906, '6779124': 0.017783783109331926, '3996750': 0.017765012899606854, '2210795': 0.01576459704759062, '6779130': 0.013306853909579423, '2210789': 0.007420116015124545, '406465': 0.0062903141985646656, '4811568': 0.005389237370813967, '1008960': 0.004385023203018984, '251893': 0.004177272045316547, '251897': 0.0031910188578477532, '4365154': 0.0022257184448108455, '2173887': 0.0022247247819706046, '2710848': 0.0016692706621517063, '676543': 0.0008299394953599892, '6610805': 0.00035048991013099726, '1282695': 0.0}"
135,729325,what is cesium used,"{'6827588': 14.333266131213822, '6827597': 11.700685615341463, '6827594': 10.474711524503942, '6827589': 9.467564617285756, '7045574': 8.84141282774032, '7045573': 7.847944402797792, '7045569': 7.581797208199469, '7045576': 6.945893323248532, '7045570': 6.441908761343833, '7045577': 6.348946711950198, '6990600': 4.210179317135926, '5712813': 4.045033785394636, '5712808': 3.906162922889079, '6827596': 3.0429749779323014, '2706979': 2.7654611235341053, '6990598': 2.128742520449714, '6990601': 1.5946064298644496, '6827590': 1.0, '5712812': 0.5821295829803766, '317179': 0.47288231502374883, '2706974': 0.4529736488042104, '1771392': 0.38535416538844225, '317175': 0.29408611258978185, '1601553': 0.2900004990471229, '317177': 0.24562761155165866, '671063': 0.23919117144868568, '2706978': 0.22709397902350065, '2136579': 0.2165380579338301, '3249179': 0.2131217073867978, '6990597': 0.18047794268834624, '903583': 0.17832697480124124, '6651783': 0.12406703273774661, '2136583': 0.10910190123809907, '8238453': 0.09156345458124623, '2210795': 0.09000379591771888, '8238450': 0.08665089593218774, '903579': 0.08125089839118142, '3467973': 0.07833534919354967, '2019368': 0.04852804127092224, '998485': 0.04760085260556122, '5768027': 0.0465306950780399, '903581': 0.03858881914351076, '146598': 0.03783236825032651, '3467969': 0.034063073009325325, '3034358': 0.03063007208169501, '251892': 0.028088241331076336, '903582': 0.02742419183715548, '3467975': 0.024093534572038885, '1260538': 0.02245116853707938, '1771384': 0.015549313592333181, '1771385': 0.015102300343084761, '2636400': 0.010990806771566495, '5712806': 0.00984694239022185, '1771388': 0.009760697873352042, '3467971': 0.008999219467046139, '3249178': 0.007497472415253911, '566618': 0.005421022730038698, '4365157': 0.0018657519156492076, '263128': 0.0, '3371133': 0.0}"
136,50550,benefits of cucumber and lemon water,"{'6845913': 3868.749695081979, '6845911': 1906.76617046638, '6845904': 1134.0522983546218, '6845910': 714.5905363301487, '6845906': 1.556204269258846}"
137,625154,what do the color ribbons represent,"{'5135405': 45.0381767186717, '6855087': 43.48701216967565, '1879916': 41.59568972912535, '6855086': 40.774212619112646, '2130525': 32.45286178614224, '1008954': 17.958974889042334, '4811567': 13.093592780145473, '1008960': 12.04946749833287, '2119687': 6.790758773823582, '2119681': 6.594599255380364, '4359719': 6.043164506863733, '2126700': 5.782532669376359, '5691043': 5.574751053348212, '2126696': 5.130415683274229, '4359716': 3.473045812032939, '4811568': 1.6693609235065558, '2119684': 0.5650043478439736, '3316290': 0.36799244555600497, '5357680': 0.06226401367875949, '3316291': 0.051157382582973136, '2710843': 0.026776238613173867, '5357684': 0.022292824974891864, '2710842': 0.01739851826713514, '2629975': 0.014916740701941834, '1260538': 0.014202293971111434, '428244': 0.009039835032605994}"
138,529656,types of sandpiper birds,"{'6936664': 7007.667138463233, '6936667': 6616.42290797856, '6936665': 5387.7704238812685, '6936661': 5308.0459466384145, '6936670': 3267.9551073449197, '6936663': 830.3222437759235, '2044460': 0.5289896406009275, '2998248': 0.03696509071047392, '2044463': 0.02173157782613718, '2998247': 0.01915084429616578, '147333': 0.015489279752561716, '2096605': 0.008620494244603415, '2998249': 0.003787873034165607, '4175407': 0.00025603159258263394, '4828348': 0.0, '6046280': 0.0, '232431': 0.0, '2044458': 0.0, '3335168': 0.0}"
139,150133,different types of anxiety,"{'6949188': 24.386781337031188, '6949191': 22.55240701366884, '6949193': 21.919789124750512, '6949189': 21.146177229010668, '6949192': 7.949800957960225, '3232611': 0.7104667123920255, '3034360': 0.6776359359380428, '5720191': 0.5247219165350592, '8238449': 0.29993797982642606, '120533': 0.27527100975423613, '239291': 0.2331426154403593, '3316290': 0.23072877201123926, '346538': 0.11121248846605136, '428249': 0.07302244457674201, '2119687': 0.05025047711346207, '369811': 0.038634004466606885, '676539': 0.03474364647161354, '676543': 0.033126860794317425, '676540': 0.0306268307298223, '2153177': 0.030164735875552774, '369816': 0.027278171427593735, '676537': 0.02641586035153088, '1198279': 0.0176272064833826, '3232607': 0.016989283619616987, '5643905': 0.011702136924745397, '3034354': 0.011279249524486201, '3431736': 0.006560378673716183, '903203': 0.003190162899554858, '867078': 0.0010221462315144717, '867085': 0.0}"
140,661450,what foods contain zinc ?,"{'671063': 472.56092859641524, '6990598': 465.16235167748175, '6990600': 402.41205067567137, '6990601': 381.52621594435084, '6990597': 310.37133147262085, '7045573': 75.03234663460509, '4117263': 38.58739404733768, '7045576': 35.61783016796236, '4117267': 31.308349608118956, '7045577': 29.93635813602983, '7045574': 28.01292587626095, '3467969': 25.712851714852746, '7045569': 24.798112521266102, '875164': 20.176961177624364, '875171': 19.586367457243817, '338203': 18.30536321862795, '1679431': 17.562257247519923, '7045570': 16.910143779368237, '1386350': 16.405014103089936, '5712812': 16.344332923152955, '6827594': 14.885858662808369, '5712813': 12.394035706765003, '416659': 12.339423192762721, '1679433': 11.331835735603898, '875172': 11.134788285318496, '2754977': 10.579585739368362, '2019366': 8.380023370737764, '6827590': 8.136950774317476, '4117262': 7.954138450862018, '6099128': 7.007976398135268, '2019370': 6.924607903465537, '3467973': 6.291042032364923, '2482606': 5.853169092994426, '416665': 4.58555223249282, '3467975': 3.8974652797251683, '5712807': 3.645496135542532, '2019373': 3.603804522903655, '875170': 3.3374202497100605, '1679430': 2.904049460530105, '416657': 2.6919332251129857, '2754981': 2.5577249167033917, '2135077': 2.539647296177331, '3467970': 2.4728863462807515, '1927528': 2.460844237748723, '875168': 2.197640064028872, '5831027': 2.032723589018626, '2482609': 1.9869521076744459, '5831025': 1.722257638512248, '5712806': 1.6560885201739473, '3371133': 1.6109965924547618, '1771392': 1.6087847404931792, '263128': 1.578285814298617, '2019365': 1.3810587719975391, '2706974': 1.3713747804076375, '2754980': 1.3299171191629071, '2482601': 1.3096259652498397, '7924178': 1.2123986978733543, '6099132': 1.2095582567137622, '6827588': 1.1837180117272394, '2482604': 1.155514613300772, '6099130': 1.0181851115143714, '2759419': 0.9508328973580535, '2019364': 0.9301590148777201, '5712808': 0.8424095972860256, '1601553': 0.685188121037591, '6827589': 0.6773479199534522, '6099129': 0.6408296322044924, '7924175': 0.5691518954810546, '2629976': 0.553906498337956, '6323379': 0.5452061269451615, '2515382': 0.5307458245376231, '2629975': 0.4952929939603318, '7945681': 0.4322003483217636, '1227030': 0.3925889893669146, '1227028': 0.36918064278604223, '3249179': 0.36170037827928503, '7945684': 0.3584882129338034, '8238450': 0.3506068438949016, '6651782': 0.34560317607048474, '4453153': 0.34373798423520535, '4453150': 0.327824589456017, '3427791': 0.31100602917222936, '416664': 0.3083762787769291, '7924171': 0.279269172695411, '7945683': 0.2750365767102767, '5675561': 0.26461004013111666, '4365157': 0.21926980584967093, '2136579': 0.21802129736855538, '3467971': 0.21784210663725673, '3316290': 0.21161222812824304, '4994210': 0.17852312082862454, '3034358': 0.1750962893319923, '5831021': 0.16635648029094446, '2706978': 0.143731735769142, '7924170': 0.12172310567966226, '1771383': 0.1184818324239604, '6651784': 0.10352460178654313, '4453154': 0.09657154203646204, '1128856': 0.0669436830042065, '4148207': 0.0652325396960303, '4613694': 0.058720820245581576, '1128852': 0.055198037928195526, '2754983': 0.04983888763402433, '4148208': 0.046642537058840965, '263119': 0.045418906663684144, '2706979': 0.04464014111151048, '686270': 0.039699031943263186, '2759427': 0.0358136207813499, '357155': 0.03578657682165355, '1128850': 0.03331636785903454, '2754984': 0.030688367318527428, '7924177': 0.02182620038422242, '5675564': 0.02067320906910059, '3996750': 0.020634211406828, '6779129': 0.02049280668773513, '428249': 0.013859629369639272, '4148210': 0.012094270903527401, '416656': 0.012082575252798126, '1128849': 0.009986975969183323, '4613700': 0.008507036178727395, '686273': 0.006354077750937567, '6651783': 0.004211887258008358, '2482602': 0.002783535661402608, '2136580': 0.002153259551735012, '7182021': 0.0016143886920548037, '686271': 0.0, '1128851': 0.0, '5653104': 0.0, '222579': 0.0}"
