Query	Passage_Scores
query_42471	{'passage_6845910': 0.7639395655032164, 'passage_6845906': 0.670633359974526, 'passage_6845913': 0.5537987221799128}
query_42477	{'passage_6845906': 0.8765677641479274, 'passage_6845910': 0.5081846754979287, 'passage_6845913': 0.41343631740952547, 'passage_6845911': 0.2639204484694628}
query_42484	{'passage_6845910': 1.0028887140919456, 'passage_6845906': 0.7031086577936139, 'passage_6845913': 0.5399095051278939}
query_42486	{'passage_6845906': 0.9177572714849691, 'passage_6845910': 0.8490117536163855, 'passage_6845911': 0.749743511538599}
query_42493	{'passage_6845911': 0.6409468083745649, 'passage_6845904': 0.5143161173986518, 'passage_6845906': 0.4975155086209332}
query_42494	{'passage_6845906': 0.5737632457808356, 'passage_6845911': 0.4015148859246134, 'passage_6845910': 0.38590121813959527}
query_42495	{'passage_6845906': 0.7547107744310706, 'passage_6845910': 0.6188732627033207, 'passage_6845911': 0.5634277023308839}
query_42496	{'passage_6845906': 0.8891722078715592, 'passage_6845910': 0.8215633579044941, 'passage_6845911': 0.7095534167154232}
query_42503	{'passage_6845911': 0.8643796194665303, 'passage_6845913': 0.7488808215700193, 'passage_6845906': 0.6276357120635073}
query_42509	{'passage_6845910': 0.8011344182130073, 'passage_6845906': 0.6983159214431633}
query_42512	{'passage_6845906': 0.6432199762992212, 'passage_6845910': 0.47589317369760453, 'passage_6845911': 0.3253047163465928}
query_42515	{'passage_6845910': 0.5763008041359321, 'passage_6845906': 0.5221482362540747, 'passage_6845913': 0.39942579782945686}
query_42532	{'passage_6845910': 0.6074694788194175, 'passage_6845906': 0.5457117564921681, 'passage_6845904': 0.3893010666639644}
query_42534	{'passage_6845910': 0.5323800432837822, 'passage_6845906': 0.43773713589792773, 'passage_6845913': 0.35287945240510354}
query_42536	{'passage_6845910': 0.511263996770226, 'passage_6845904': 0.43655487600501885, 'passage_6845913': 0.34265481855584007}
query_42541	{'passage_6845910': 0.4969801223444048, 'passage_6845906': 0.3811191932854346, 'passage_6845913': 0.3665328227118745}
query_42543	{'passage_6845904': 0.29302945052303747, 'passage_6845910': 0.2704884153942727}
query_42545	{'passage_6845904': 0.3973384608763133, 'passage_6845910': 0.3628189280246086}
query_42556	{'passage_6845904': 0.43296899388189125, 'passage_6845910': 0.41678050934676286}
query_42560	{'passage_6845906': 0.926229427695104, 'passage_6845910': 0.8601418262441142, 'passage_6845911': 0.5265936571395954}
query_42563	{'passage_6845904': 0.6685691500806349, 'passage_6845910': 0.6060431440606471, 'passage_6845911': 0.4941142345981342}
query_42572	{'passage_6845906': 0.5766592562818946, 'passage_6845910': 0.48871071493990115, 'passage_6845911': 0.4094370247041018}
query_42574	{'passage_6845906': 0.9409471685585307, 'passage_6845910': 0.7410709318842311, 'passage_6845911': 0.5620814425178645}
query_42589	{'passage_6845906': 0.7881375289929241, 'passage_6845910': 0.5450090744079112, 'passage_6845911': 0.5072983558534663}
query_42599	{'passage_6845906': 0.759262731629929, 'passage_6845910': 0.5102674759703864, 'passage_6845911': 0.447776487344707}
query_42600	{'passage_6845906': 0.8889722541160215, 'passage_6845910': 0.37887706577917407, 'passage_6845911': 0.2936120349226343}
query_42601	{'passage_6845906': 0.8942097921772573, 'passage_6845910': 0.4528587577281453, 'passage_6845911': 0.4092020268845643}
query_42605	{'passage_6845906': 0.8230418525984549, 'passage_6845910': 0.7781523128754823}
query_42606	{'passage_6845910': 0.7796954791776947, 'passage_6845906': 0.6621065027395037, 'passage_6845913': 0.6092216453870549}
query_42610	{'passage_6845906': 0.7444050315005221, 'passage_6845910': 0.510745269690583, 'passage_6845911': 0.31782650905819}
query_42619	{'passage_6845906': 0.5950719578412126, 'passage_6845910': 0.45921303532639546}
query_42623	{'passage_6845904': 0.6694130718553876, 'passage_6845910': 0.5766153369912209, 'passage_6845913': 0.5215032700463974, 'passage_6845911': 0.4570450721311755}
query_42626	{'passage_6845906': 0.6502770682277157, 'passage_6845910': 0.46634094079344973, 'passage_6845911': 0.40487420061981944}
query_42628	{'passage_6845913': 0.6147219782678656, 'passage_6845910': 0.5977458033622791, 'passage_6845911': 0.4773108292769041}
query_42632	{'passage_6845906': 0.7505356612541635, 'passage_6845910': 0.6970823380175885}
query_42639	{'passage_6845910': 0.32291006325819405, 'passage_6845904': 0.2786387522958331, 'passage_6845906': 0.2629679442423619}
query_42641	{'passage_6845910': 0.3570946081006614, 'passage_6845913': 0.3066648114117948, 'passage_6845906': 0.2942734563999752}
query_42647	{'passage_6845904': 0.27398438943377634, 'passage_6845910': 0.2672568915216407}
query_42658	{'passage_6845904': 0.4037304529603052, 'passage_6845910': 0.2952737933555351, 'passage_6845911': 0.20927557475622133}
query_42659	{'passage_6845910': 0.368914689995384, 'passage_6845904': 0.31004653899595447, 'passage_6845906': 0.2572837648916339}
query_42663	{'passage_6845910': 0.7846418879556796, 'passage_6845904': 0.6941549647537502, 'passage_6845913': 0.5117111627730793}
query_42672	{'passage_6845906': 0.679401854993915, 'passage_6845910': 0.5307978370953051, 'passage_6845911': 0.37575510627293257}
query_42674	{'passage_6845906': 0.9247784509432647, 'passage_6845910': 0.7008679583871591, 'passage_6845911': 0.4377581516802327}
query_42677	{'passage_6845906': 0.9880776123837863, 'passage_6845910': 0.4841514790216603, 'passage_6845913': 0.46098192783600406, 'passage_6845911': 0.29561671783505933}
query_42678	{'passage_6845913': 0.8999093925634565, 'passage_6845906': 0.6955229736580671, 'passage_6845910': 0.6647931020607972, 'passage_6845911': 0.6003727505609627}
query_42682	{'passage_6845910': 0.8190230775470705, 'passage_6845906': 0.6697525635565489, 'passage_6845913': 0.5110364103934832}
query_42683	{'passage_6845904': 0.8457285378824256, 'passage_6845910': 0.6910632989852981}
query_42688	{'passage_6845910': 0.6408820240368265, 'passage_6845904': 0.5256033220378321, 'passage_6845906': 0.4539844255982604}
query_42691	{'passage_6845906': 0.7911662143849602, 'passage_6845910': 0.5883615259555703, 'passage_6845911': 0.3897068359292813}
query_42696	{'passage_6845906': 0.7730944293418035, 'passage_6845910': 0.7648318106111833}
query_42707	{'passage_6845910': 0.6438664798912888, 'passage_6845906': 0.5296909801424877, 'passage_6845913': 0.39494257771688046}
query_42709	{'passage_6845910': 0.8040888610280695, 'passage_6845906': 0.7005723092325843, 'passage_6845913': 0.49953111289999963}
query_42712	{'passage_6845906': 0.5115250656988285, 'passage_6845910': 0.39250745030271644}
query_42713	{'passage_6845910': 0.5131909196564515, 'passage_6845904': 0.3965726652400276, 'passage_6845906': 0.3415941156385136}
query_42714	{'passage_6845906': 0.5552082406404801, 'passage_6845910': 0.4820805795464389}
query_42724	{'passage_6845906': 0.6404898273205751, 'passage_6845910': 0.5055118976967887}
query_42726	{'passage_6845906': 0.4707032056589067, 'passage_6845910': 0.4100369053666637, 'passage_6845913': 0.3949165103382289, 'passage_6845911': 0.26477687498118446}
query_42737	{'passage_6845910': 0.23759817769647537, 'passage_6845906': 0.23141329753341358, 'passage_6845904': 0.18557845750533145}
query_42738	{'passage_6845904': 0.26951995246855387, 'passage_6845910': 0.26042803957894467}
query_42746	{'passage_6845910': 0.36126767671459503, 'passage_6845904': 0.32203225852550466, 'passage_6845913': 0.2760933216550931}
query_42747	{'passage_6845910': 0.21069165040963822, 'passage_6845904': 0.2015008563480297, 'passage_6845906': 0.19628520893531462}
query_42750	{'passage_6845910': 0.3402502806879929, 'passage_6845906': 0.3152799649802731, 'passage_6845913': 0.26487502700588716}
query_42767	{'passage_6845906': 0.5749984813940716, 'passage_6845910': 0.44283904908448535, 'passage_6845913': 0.3302564907440637, 'passage_6845911': 0.2705450493467205}
query_42770	{'passage_6845910': 0.813583018992331, 'passage_6845906': 0.7930936639592424, 'passage_6845913': 0.5287600539742716}
query_42786	{'passage_5135405': 0.3317592126793785, 'passage_2130525': 0.31451036959269946, 'passage_6855087': 0.30001444877175004, 'passage_1879916': 0.27298478892789246, 'passage_6855086': 0.23085328058868995, 'passage_1008954': 0.18225897841711033, 'passage_1008960': 0.1598616431567974, 'passage_4811567': 0.15787584523092243, 'passage_2119687': 0.1461230076814968, 'passage_4811568': 0.1347336825351638, 'passage_2126696': 0.1287301728609833, 'passage_2126700': 0.12506506995757694, 'passage_2119681': 0.12428533701342319, 'passage_5691043': 0.11904063718455261}
query_42795	{'passage_5135405': 0.3317592126793785, 'passage_2130525': 0.31451036959269946, 'passage_6855087': 0.30001444877175004, 'passage_1879916': 0.27298478892789246, 'passage_6855086': 0.23085328058868995, 'passage_1008954': 0.18225897841711033, 'passage_1008960': 0.1598616431567974, 'passage_4811567': 0.15787584523092243, 'passage_2119687': 0.1461230076814968, 'passage_4811568': 0.1347336825351638, 'passage_2126696': 0.1287301728609833, 'passage_2126700': 0.12506506995757694, 'passage_2119681': 0.12428533701342319, 'passage_5691043': 0.11904063718455261}
query_42797	{'passage_5135405': 0.2826009530396728, 'passage_2130525': 0.22543205210717304, 'passage_6855086': 0.2223409650588156, 'passage_6855087': 0.22101699225964314, 'passage_1879916': 0.18315494847718145, 'passage_1008954': 0.1483502728074055, 'passage_1008960': 0.1386897971327051, 'passage_4811567': 0.12235701455956935, 'passage_4811568': 0.10822172646673378, 'passage_2126696': 0.0970556819412904, 'passage_2119687': 0.09437647010071666, 'passage_4359719': 0.08655724345019143, 'passage_2119681': 0.08014484183726525, 'passage_5691043': 0.07840857018840193}
query_42807	{'passage_5135405': 0.30421547968301416, 'passage_2130525': 0.25544836306122454, 'passage_6855087': 0.24575056350195112, 'passage_1879916': 0.23730925961848442, 'passage_6855086': 0.2280015141945222, 'passage_1008954': 0.1593106246685752, 'passage_1008960': 0.14894915709464587, 'passage_4811567': 0.14364243692100334, 'passage_4811568': 0.12106995683745114, 'passage_2119687': 0.11623244403518283, 'passage_2126696': 0.11279038459666411, 'passage_2126700': 0.10139162855871713, 'passage_4359719': 0.10009966281650946}
query_42809	{'passage_5135405': 0.37155442341321154, 'passage_6855086': 0.3059005945241607, 'passage_2130525': 0.2635750145788074, 'passage_1879916': 0.2376795542852773, 'passage_6855087': 0.22281360995343946, 'passage_1008954': 0.1500344295606753, 'passage_1008960': 0.1349305759295271, 'passage_2126696': 0.11974341934262943, 'passage_2119687': 0.11867091865294271, 'passage_4811567': 0.11304706879269538, 'passage_2119681': 0.09895335976770057, 'passage_4811568': 0.09640913271710505, 'passage_5691043': 0.09394819469936634}
query_42812	{'passage_5135405': 0.3324387304587037, 'passage_2130525': 0.31582656028400097, 'passage_6855087': 0.3039841724235746, 'passage_6855086': 0.2632128745127874, 'passage_1879916': 0.21611977996198176, 'passage_1008954': 0.19446831973394826, 'passage_1008960': 0.16774396556612486, 'passage_4811567': 0.15372938637447978, 'passage_4811568': 0.1339308459670691, 'passage_2119687': 0.10776965460268412, 'passage_4359719': 0.10670454902793576, 'passage_2126696': 0.10445972334878342, 'passage_2119681': 0.09167685223688157, 'passage_5691043': 0.0879782658595024}
query_42815	{'passage_5135405': 0.2826009530396728, 'passage_2130525': 0.22543205210717304, 'passage_6855086': 0.2223409650588156, 'passage_6855087': 0.22101699225964314, 'passage_1879916': 0.18315494847718145, 'passage_1008954': 0.1483502728074055, 'passage_1008960': 0.1386897971327051, 'passage_4811567': 0.12235701455956935, 'passage_4811568': 0.10822172646673378, 'passage_2126696': 0.0970556819412904, 'passage_2119687': 0.09437647010071666, 'passage_4359719': 0.08655724345019143, 'passage_2119681': 0.08014484183726525, 'passage_5691043': 0.07840857018840193}
query_42816	{'passage_5135405': 0.30421547968301416, 'passage_2130525': 0.25544836306122454, 'passage_6855087': 0.24575056350195112, 'passage_1879916': 0.23730925961848442, 'passage_6855086': 0.2280015141945222, 'passage_1008954': 0.1593106246685752, 'passage_1008960': 0.14894915709464587, 'passage_4811567': 0.14364243692100334, 'passage_4811568': 0.12106995683745114, 'passage_2119687': 0.11623244403518283, 'passage_2126696': 0.11279038459666411, 'passage_2126700': 0.10139162855871713, 'passage_4359719': 0.10009966281650946}
query_42824	{'passage_5135405': 0.2826009530396728, 'passage_2130525': 0.22543205210717304, 'passage_6855086': 0.2223409650588156, 'passage_6855087': 0.22101699225964314, 'passage_1879916': 0.18315494847718145, 'passage_1008954': 0.1483502728074055, 'passage_1008960': 0.1386897971327051, 'passage_4811567': 0.12235701455956935, 'passage_4811568': 0.10822172646673378, 'passage_2126696': 0.0970556819412904, 'passage_2119687': 0.09437647010071666, 'passage_4359719': 0.08655724345019143, 'passage_2119681': 0.08014484183726525, 'passage_5691043': 0.07840857018840193}
query_42825	{'passage_5135405': 0.30421547968301416, 'passage_2130525': 0.25544836306122454, 'passage_6855087': 0.24575056350195112, 'passage_1879916': 0.23730925961848442, 'passage_6855086': 0.2280015141945222, 'passage_1008954': 0.1593106246685752, 'passage_1008960': 0.14894915709464587, 'passage_4811567': 0.14364243692100334, 'passage_4811568': 0.12106995683745114, 'passage_2119687': 0.11623244403518283, 'passage_2126696': 0.11279038459666411, 'passage_2126700': 0.10139162855871713, 'passage_4359719': 0.10009966281650946}
query_42829	{'passage_6855086': 0.3707293530203147, 'passage_5135405': 0.3132697855554146, 'passage_1879916': 0.2668291869158103, 'passage_2130525': 0.20243915219332806, 'passage_6855087': 0.17438699345553874, 'passage_2126696': 0.12128738294017026, 'passage_1008954': 0.12088967427675376, 'passage_2119687': 0.10516905815469736, 'passage_1008960': 0.10382964497203157, 'passage_2119681': 0.0949876171667187, 'passage_4811567': 0.08899665222906496, 'passage_2126700': 0.08591033363810788, 'passage_5691043': 0.08583332923311389, 'passage_4359716': 0.08394021135645814, 'passage_2119684': 0.0819721035115794}
query_42830	{'passage_6936670': 0.6012320202480741, 'passage_6936667': 0.5241154674647664, 'passage_6936661': 0.44599578175664495, 'passage_6936663': 0.39705454951723906, 'passage_2998248': 0.05684916355868888, 'passage_2044460': 0.05668498654311955, 'passage_2998249': 0.054227611202148994, 'passage_4175407': 0.052288332620506854, 'passage_4828348': 0.05214774970025642}
query_42831	{'passage_6936667': 0.5398274733652675, 'passage_6936665': 0.41030597453558537, 'passage_6936661': 0.3986566414412715, 'passage_6936670': 0.3916712850170642}
query_42834	{'passage_6936670': 0.5846017657830517, 'passage_6936663': 0.3917802354711352, 'passage_6936667': 0.2833139629354181, 'passage_6936661': 0.26971831390741613, 'passage_2044460': 0.055297991588670554, 'passage_706235': 0.04936454521757606, 'passage_2998248': 0.04882838529638706, 'passage_4175407': 0.04879115585612611, 'passage_2998249': 0.048616385680260714, 'passage_4828348': 0.04718366556223303}
query_42838	{'passage_6936670': 0.1412736910801883, 'passage_6936661': 0.09725990879082515, 'passage_6936667': 0.09467512892632696, 'passage_6936663': 0.08752006721890555, 'passage_2044460': 0.04398466751318097, 'passage_4828354': 0.038563387875930416, 'passage_4828348': 0.03766800743177061, 'passage_2998249': 0.03311197338695367, 'passage_2998248': 0.03279538619611075}
query_42840	{'passage_6936667': 0.6202471769668806, 'passage_6936661': 0.4876702999332336, 'passage_6936665': 0.4666269122131715, 'passage_6936663': 0.34930631814976204, 'passage_6936670': 0.289387040621795}
query_42847	{'passage_6936667': 0.4705281051764394, 'passage_6936661': 0.4502619518880984, 'passage_6936664': 0.367242134282123, 'passage_6936670': 0.34857952077845045}
